Order,Latitude,Longitude,Depth,Felt,Magnitude,RMS,NorMidSth,Month,Day,Hour,Minute
,-46.68844223,168.3017578,0,,1,,coast,,,,
,-46.62186432,168.2049408,0,,1,,coast,,,,
,-46.62725067,168.2702637,0,,1,,coast,,,,
,-46.54623413,168.3372955,0,,1,,coast,,,,
,-46.55162048,168.2662506,0,,1,,coast,,,,
,-46.44905472,168.0977936,0,,1,,coast,,,,
,-46.48865128,167.9923706,0,,1,,coast,,,,
,-46.49225616,167.7878265,0,,1,,coast,,,,
,-46.44905472,167.6795349,0,,1,,coast,,,,
,-46.40585709,167.7047424,0,,1,,coast,,,,
,-46.36265564,167.6566162,0,,1,,coast,,,,
,-46.27986145,167.4199829,0,,1,,coast,,,,
,-46.39141846,167.2910767,0,,1,,coast,,,,
,-46.35451889,166.6092529,0,,1,,coast,,,,
,-46.30415726,166.6126862,0,,1,,coast,,,,
,-46.28072357,166.6774292,0,,1,,coast,,,,
,-46.15656281,166.7696838,0,,1,,coast,,,,
,-46.17993927,166.7072296,0,,1,,coast,,,,
,-46.22314072,166.7261353,0,,1,,coast,,,,
,-46.26273346,166.5341949,0,,1,,coast,,,,
,-46.17094421,166.5863342,0,,1,,coast,,,,
,-46.13312912,166.7152405,0,,1,,coast,,,,
,-46.12774277,166.6510773,0,,1,,coast,,,,
,-46.07732391,166.6493683,0,,1,,coast,,,,
,-46.19254684,166.4253387,0,,1,,coast,,,,
,-46.14573288,166.4201813,0,,1,,coast,,,,
,-45.99991608,166.4196014,0,,1,,coast,,,,
,-45.8964386,166.872818,0,,1,,coast,,,,
,-45.88744354,166.7318726,0,,1,,coast,,,,
,-45.84063339,166.7238312,0,,1,,coast,,,,
,-45.8028183,166.8625031,0,,1,,coast,,,,
,-45.82625198,166.7335815,0,,1,,coast,,,,
,-45.78843689,166.6986389,0,,1,,coast,,,,
,-45.7542305,166.749054,0,,1,,coast,,,,
,-45.72002792,166.9409943,0,,1,,coast,,,,
,-45.71464157,166.8773956,0,,1,,coast,,,,
,-45.67682648,166.9278107,0,,1,,coast,,,,
,-45.7506218,166.6464996,0,,1,,coast,,,,
,-45.56704712,166.7238312,0,,1,,coast,,,,
,-45.59586716,166.844162,0,,1,,coast,,,,
,-45.55083084,166.833847,0,,1,,coast,,,,
,-45.54722214,166.7668152,0,,1,,coast,,,,
,-45.45182419,166.8057709,0,,1,,coast,,,,
,-45.50046921,166.9931335,0,,1,,coast,,,,
,-45.54905701,166.9931335,0,,1,,coast,,,,
,-45.56526947,166.9295349,0,,1,,coast,,,,
,-45.56343842,166.9994354,0,,1,,coast,,,,
,-45.51301575,166.9994354,0,,1,,coast,,,,
,-45.57965088,167.0847931,0,,1,,coast,,,,
,-45.62285233,167.0521545,0,,1,,coast,,,,
,-45.59941864,167.1140289,0,,1,,coast,,,,
,-45.48786545,166.9971466,0,,1,,coast,,,,
,-45.444664,167.0275116,0,,1,,coast,,,,
,-45.46626282,167.1403809,0,,1,,coast,,,,
,-45.42483902,167.1117401,0,,1,,coast,,,,
,-45.43206024,166.97995,0,,1,,coast,,,,
,-45.28623962,166.9644775,0,,1,,coast,,,,
,-45.28085709,167.0292358,0,,1,,coast,,,,
,-45.23942947,167.0131989,0,,1,,coast,,,,
,-45.23226929,167.0779266,0,,1,,coast,,,,
,-45.27547073,167.103714,0,,1,,coast,,,,
,-45.25741959,167.1696014,0,,1,,coast,,,,
,-45.19984055,167.0710602,0,,1,,coast,,,,
,-45.17102051,167.1300659,0,,1,,coast,,,,
,-45.18362427,167.1976776,0,,1,,coast,,,,
,-45.15847015,167.1340942,0,,1,,coast,,,,
,-45.00004959,167.2916412,0,,1,,coast,,,,
,-45.03425598,167.3414917,0,,1,,coast,,,,
,-45.13142776,167.3546753,0,,1,,coast,,,,
,-45.10621643,167.4108124,0,,1,,coast,,,,
,-45.07207108,167.3581085,0,,1,,coast,,,,
,-44.97122955,167.3300323,0,,1,,coast,,,,
,-44.90911865,167.4325867,0,,1,,coast,,,,
,-44.92716599,167.4893188,0,,1,,coast,,,,
,-45.01356888,167.5042114,0,,1,,coast,,,,
,-44.87674713,167.4944763,0,,1,,coast,,,,
,-44.86591721,167.5586395,0,,1,,coast,,,,
,-44.82094193,167.5506134,0,,1,,coast,,,,
,-44.72554398,167.7116241,0,,1,,coast,,,,
,-44.73814774,167.829071,0,,1,,coast,,,,
,-44.68412018,167.8009949,0,,1,,coast,,,,
,-44.59593964,167.8342285,0,,1,,coast,,,,
,-44.49154663,167.9700165,0,,1,,coast,,,,
,-44.44657135,167.9763336,0,,1,,coast,,,,
,-44.40875626,168.0914917,0,,1,,coast,,,,
,-44.37632751,168.0416412,0,,1,,coast,,,,
,-44.30436325,168.1407623,0,,1,,coast,,,,
,-44.10726547,168.3447418,0,,1,,coast,,,,
,-44.04601669,168.5951233,0,,1,,coast,,,,
,-44.08021927,168.6501312,0,,1,,coast,,,,
,-44.07483673,168.7131653,0,,1,,coast,,,,
,-43.77964783,169.2219391,0,,1,,coast,,,,
,-43.62213898,169.6516571,0,,1,,coast,,,,
,-43.49253845,169.7605133,0,,1,,coast,,,,
,-43.40613556,169.9513092,0,,1,,coast,,,,
,-43.41335678,170.0154877,0,,1,,coast,,,,
,-43.36654282,170.0103302,0,,1,,coast,,,,
,-43.20542908,170.241806,0,,1,,coast,,,,
,-43.22433472,170.1816559,0,,1,,coast,,,,
,-43.19826889,170.2372131,0,,1,,coast,,,,
,-43.15861893,170.2360687,0,,1,,coast,,,,
,-43.13346863,170.2916565,0,,1,,coast,,,,
,-43.13524246,170.3535309,0,,1,,coast,,,,
,-43.09204102,170.377594,0,,1,,coast,,,,
,-42.96782684,170.6778259,0,,1,,coast,,,,
,-42.67263412,171.0428009,0,,1,,coast,,,,
,-42.38736343,171.23703,0,,1,,coast,,,,
,-41.90853882,171.4312592,0,,1,,coast,,,,
,-41.76816559,171.4530334,0,,1,,coast,,,,
,-41.70153046,171.756134,0,,1,,coast,,,,
,-41.3730545,172.0695343,0,,1,,coast,,,,
,-40.88162613,172.1153717,0,,1,,coast,,,,
,-40.6377182,172.4316559,0,,1,,coast,,,,
,-40.60357285,172.6144257,0,,1,,coast,,,,
,-40.58913422,172.5554199,0,,1,,coast,,,,
,-40.51356125,172.6390533,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-46.80366135,167.8731995,0,,1,,coast,,,,
,-46.81443405,167.7305298,0,,1,,coast,,,,
,-46.9062233,167.6921387,0,,1,,coast,,,,
,-47.0484314,167.7362671,0,,1,,coast,,,,
,-47.20146561,167.5597839,0,,1,,coast,,,,
,-47.29417038,167.5460358,0,,1,,coast,,,,
,-47.40034103,167.4182587,0,,1,,coast,,,,
,-47.37604523,167.622818,0,,1,,coast,,,,
,-47.36075211,167.5603638,0,,1,,coast,,,,
,-47.28242493,167.6457367,0,,1,,coast,,,,
,-47.27881622,167.8514252,0,,1,,coast,,,,
,-47.2464447,167.912735,0,,1,,coast,,,,
,-47.21584702,167.9660187,0,,1,,coast,,,,
,-47.21945572,168.1012268,0,,1,,coast,,,,
,-47.19247055,168.0479584,0,,1,,coast,,,,
,-47.20501709,168.1155548,0,,1,,coast,,,,
,-47.19247055,168.1854553,0,,1,,coast,,,,
,-47.16365051,168.1356049,0,,1,,coast,,,,
,-47.13122177,168.188324,0,,1,,coast,,,,
,-47.03765869,168.1654053,0,,1,,coast,,,,
,-47.0934639,168.0491028,0,,1,,coast,,,,
,-47.05925751,168.1023712,0,,1,,coast,,,,
,-47.05026245,168.0319061,0,,1,,coast,,,,
,-47.07541656,167.9132996,0,,1,,coast,,,,
,-46.98907089,167.9768982,0,,1,,coast,,,,
,-47.02144241,168.0215912,0,,1,,coast,,,,
,-47.007061,168.0914917,0,,1,,coast,,,,
,-46.9620285,168.1144104,0,,1,,coast,,,,
,-46.86846542,167.9671631,0,,1,,coast,,,,
,-46.80366135,167.8731995,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.39152908,175.5359344,0,,1,,coast,,,,
,-36.34116364,175.5519867,0,,1,,coast,,,,
,-36.25653839,175.4946747,0,,1,,coast,,,,
,-36.21156311,175.5107269,0,,1,,coast,,,,
,-36.13954163,175.4459839,0,,1,,coast,,,,
,-36.09273148,175.4201965,0,,1,,coast,,,,
,-36.1035614,175.3646088,0,,1,,coast,,,,
,-36.15037155,175.366333,0,,1,,coast,,,,
,-36.18096542,175.3245087,0,,1,,coast,,,,
,-36.21156311,175.3749237,0,,1,,coast,,,,
,-36.23493958,175.3239288,0,,1,,coast,,,,
,-36.39152908,175.5359344,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-45.88836288,166.4768982,0,,1,,coast,,,,
,-45.84877014,166.5164337,0,,1,,coast,,,,
,-45.93333817,166.5725708,0,,1,,coast,,,,
,-45.89197159,166.614975,0,,1,,coast,,,,
,-45.91534805,166.6676941,0,,1,,coast,,,,
,-45.82264328,166.6848755,0,,1,,coast,,,,
,-45.77583313,166.6642456,0,,1,,coast,,,,
,-45.80373764,166.5318909,0,,1,,coast,,,,
,-45.92256927,166.418457,0,,1,,coast,,,,
,-45.88836288,166.4768982,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.19626617,175.0999146,0,,1,,coast,,,,
,-36.2322464,175.0638123,0,,1,,coast,,,,
,-36.26461792,175.105072,0,,1,,coast,,,,
,-36.19626617,175.0999146,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-40.84925461,173.9064331,0,,1,,coast,,,,
,-40.70882034,173.9545593,0,,1,,coast,,,,
,-40.79705811,173.9035797,0,,1,,coast,,,,
,-40.76646042,173.8577423,0,,1,,coast,,,,
,-40.79522324,173.8084717,0,,1,,coast,,,,
,-40.92843628,173.7752228,0,,1,,coast,,,,
,-40.84925461,173.9064331,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-41.20924759,174.2599487,0,,1,,coast,,,,
,-41.22545624,174.1974945,0,,1,,coast,,,,
,-41.24883652,174.2530823,0,,1,,coast,,,,
,-41.20924759,174.3670959,0,,1,,coast,,,,
,-41.15882492,174.3831482,0,,1,,coast,,,,
,-41.11384583,174.3928833,0,,1,,coast,,,,
,-41.13544464,174.3372955,0,,1,,coast,,,,
,-41.18764114,174.340744,0,,1,,coast,,,,
,-41.20924759,174.2599487,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.79655075,175.0093842,0,,1,,coast,,,,
,-36.87756729,175.1491852,0,,1,,coast,,,,
,-36.83345032,175.1766968,0,,1,,coast,,,,
,-36.79747009,175.2139282,0,,1,,coast,,,,
,-36.79655075,175.0093842,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-37.69747162,176.1656189,0,,1,,coast,,,,
,-37.5480423,176.0172119,0,,1,,coast,,,,
,-37.59846497,176.0281067,0,,1,,coast,,,,
,-37.67764664,176.0859833,0,,1,,coast,,,,
,-37.69747162,176.1656189,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-45.45182419,166.9702148,0,,1,,coast,,,,
,-45.32044601,166.9381256,0,,1,,coast,,,,
,-45.3510437,166.87854,0,,1,,coast,,,,
,-45.39424133,166.848175,0,,1,,coast,,,,
,-45.45543671,166.9415741,0,,1,,coast,,,,
,-45.45182419,166.9702148,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-45.91626358,166.7335815,0,,1,,coast,,,,
,-45.94594574,166.6017914,0,,1,,coast,,,,
,-45.94416809,166.6722717,0,,1,,coast,,,,
,-45.91626358,166.7335815,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.47615433,174.8890686,0,,1,,coast,,,,
,-36.42934418,174.8701477,0,,1,,coast,,,,
,-36.4545517,174.8237457,0,,1,,coast,,,,
,-36.47615433,174.8890686,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.82984161,174.8460999,0,,1,,coast,,,,
,-36.82353973,174.904541,0,,1,,coast,,,,
,-36.78841782,174.8678741,0,,1,,coast,,,,
,-36.82984161,174.8460999,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.93331909,175.2024689,0,,1,,coast,,,,
,-36.88387299,175.2076263,0,,1,,coast,,,,
,-36.92615509,175.1887207,0,,1,,coast,,,,
,-36.93331909,175.2024689,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-36.79999161,174.9165649,0,,1,,coast,,,,
,-36.76664352,174.9543762,0,,1,,coast,,,,
,-36.73054886,174.9165649,0,,1,,coast,,,,
,-36.79999161,174.9165649,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-40.84741974,174.9154205,0,,1,,coast,,,,
,-40.89245605,174.8764648,0,,1,,coast,,,,
,-40.87263107,174.9354706,0,,1,,coast,,,,
,-40.84741974,174.9154205,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-41.25697327,173.116333,0,,1,,coast,,,,
,-41.28573227,173.1713257,0,,1,,coast,,,,
,-41.2587471,173.1186371,0,,1,,coast,,,,
,-41.25697327,173.116333,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-46.87385178,167.579834,0,,1,,coast,,,,
,-46.91704941,167.5964661,0,,1,,coast,,,,
,-46.87023926,167.6170959,0,,1,,coast,,,,
,-46.87385178,167.579834,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-46.82703781,168.5051727,0,,1,,coast,,,,
,-46.86485291,168.4576111,0,,1,,coast,,,,
,-46.84686279,168.5195007,0,,1,,coast,,,,
,-46.82703781,168.5051727,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-46.31315231,166.5800323,0,,1,,coast,,,,
,-46.27894592,166.6281586,0,,1,,coast,,,,
,-46.30954361,166.5754395,0,,1,,coast,,,,
,-46.31315231,166.5800323,0,,1,,coast,,,,
,NA,NA,0,,1,,coast,,,,
,-45.93695068,166.4579926,0,,1,,coast,,,,
,-45.93872452,166.5278931,0,,1,,coast,,,,
,-45.93511581,166.4608459,0,,1,,coast,,,,
,-45.93695068,166.4579926,0,,1,,coast,,,,
