Course,Gender,Element,Zodiac,Season,NumCountries,Ethnicity,WeightActual,WeightIdeal,WeightDiff,Vote,Religion,Driving,NumYears,Speed,Tickets,Looks,Intelligence,SocialMedia,DayBorn,Under20,TxtSent,StudentLoan,DrinkSpend,DrinkCount,Earning,Work,Confidence,Extravagance,Shoes
S108,Male,Air,Libra,Spring,10,Chinese,60,70,-10,National,Yes,AboveAverage,15,120,No,1.5,5.3,120,Saturday,Yes,50,Yes,None,None,Medium,Yes,33.6,52.2,6
S101,Female,Air,Libra,Spring,3,NZ.European,62,55,7,Labour,No,Poor,18,10,No,4.3,6.1,0,Tuesday,Yes,2,No,None,None,DontKnow,Yes,41.8,11.9,1
S108,Female,Water,Cancer,Winter,1,NZ.European,81,69,12,National,No,Average,18,110,No,2.7,4.7,75,Monday,Yes,70,No,High,Low,Medium,Yes,32.6,55.1,4
S108,Female,Earth,Capricorn,Summer,1,NZ.European,95,60,35,None,No,AboveAverage,18,160,No,2,5.1,90,Thursday,Yes,200,Yes,None,Low,Medium,Yes,29.7,52.7,4
S101G,Female,Water,Piscies,Summer,3,Chinese,54,50,4,Labour,Yes,Average,16,0,No,6.9,7.1,520,Wednesday,Yes,30,Yes,None,None,Low,Yes,43.9,55.4,18
S108,Male,Fire,Aries,Autumn,3,NZ.European,60,60,0,National,No,Poor,18,50,No,7.4,6.8,15,Wednesday,Yes,15,Yes,Low,Low,Low,No,46.4,51.6,4
S101,Female,Air,Gemini,Autumn,1,NZ.European,58,60,-2,Labour,No,Average,17,100,No,5.4,7,180,Wednesday,Yes,50,Yes,Low,Low,Medium,No,53.9,68,40
S108,Female,Water,Piscies,Autumn,1,Other,47,45,2,None,No,Average,4,0,No,5.1,5.1,150,Thursday,Yes,40,No,None,None,DontKnow,No,47.1,53.5,20
S101,Male,Air,Libra,Spring,2,Maori/P.I.,98,88,10,Labour,Yes,Excellent,13,40,No,5.1,5.1,120,Wednesday,No,20,Yes,None,None,Medium,No,45.1,57.1,5
S101,Female,Air,Aquarius,Summer,6,NZ.European,70,65,5,National,No,Average,18,130,No,7.4,7.7,45,Tuesday,Yes,20,Yes,Low,Low,Medium,No,58.6,61.5,10
S108,Female,Water,Cancer,Winter,5,NZ.European,59,52,7,National,No,AboveAverage,18,130,No,5,8.4,330,Thursday,Yes,100,Yes,Low,High,High,Yes,55.7,67.9,6
S108,Female,Water,Cancer,Winter,1,NZ.European,60,57,3,National,No,BelowAverage,17,100,No,7.9,3.3,210,Monday,Yes,100,Yes,Low,Low,Medium,No,47,69.9,10
S101,Female,Water,Scorpio,Spring,3,Other,53,48,5,Labour,Yes,Excellent,5,0,No,6.4,5.8,510,Monday,No,100,Yes,High,Low,High,No,58,74.7,25
S101,Female,Water,Piscies,Summer,5,Other,57,60,-3,Labour,Yes,AboveAverage,5,100,No,8.8,8.6,90,Friday,Yes,50,Yes,None,None,Medium,No,68.2,59.4,12
S101,Female,Water,Cancer,Winter,4,NZ.European,54,50,4,Labour,No,Poor,19,0,No,5.5,6.3,120,Thursday,No,4,Yes,High,High,Medium,Yes,46.8,53.3,13
S108,Male,Air,Aquarius,Summer,3,NZ.European,85,85,0,National,No,Excellent,18,180,No,8.3,7.4,120,Saturday,Yes,15,Yes,High,High,Medium,No,68.8,71.3,8
S101,Female,Air,Gemini,Winter,10,Other,53,50,3,National,No,Average,15,150,No,4.3,7,600,Monday,No,15,Yes,High,Low,Medium,No,49.5,82.5,10
S101G,Female,Fire,Aries,Autumn,7,NZ.European,60,55,5,Labour,No,AboveAverage,19,110,No,5.1,5.1,120,Sunday,No,20,Yes,None,None,DontKnow,Yes,45.8,49.1,10
S101,Male,Earth,Virgo,Spring,3,Korean,68,65,3,Labour,Yes,Average,14,80,No,5.2,5.4,400,Thursday,Yes,200,Yes,None,None,Medium,No,46.4,69.5,6
S101,Male,Earth,Capricorn,Summer,1,NZ.European,73,78,-5,None,No,Average,18,140,No,4.8,6.2,60,Tuesday,Yes,5,Yes,None,None,Medium,No,47.1,51.6,3
S101,Male,Earth,Virgo,Spring,2,Other,80,95,-15,Labour,No,BelowAverage,19,100,No,4.9,6.8,87,Sunday,No,7,Yes,None,None,High,No,49.6,55,3
S101,Female,Earth,Virgo,Spring,2,NZ.European,80,57,23,National,No,Average,18,100,No,3.5,6,10,Sunday,Yes,20,Yes,None,None,Low,No,25.1,42.7,5
S108,Male,Water,Cancer,Winter,5,Indian,74,69,5,Labour,Yes,Excellent,15,130,No,7.5,7.5,30,Sunday,No,1,Yes,None,None,Medium,No,61.7,48.5,6
S101,Female,Fire,Aries,Autumn,6,NZ.European,85,75,10,Green,Yes,Poor,17,50,No,5.2,6.9,150,Saturday,Yes,50,Yes,High,Low,Low,Yes,41.3,69.7,8
S101,Female,Fire,Sagittarius,Spring,6,Other,51,52,-1,None,Yes,Average,13,110,No,2.7,5.7,60,Friday,No,200,No,None,None,High,Yes,43.2,51,10
S101,Male,Air,Libra,Spring,7,Maori/P.I.,69,75,-6,Labour,Yes,AboveAverage,10,120,No,5.9,5.9,60,Tuesday,Yes,20,Yes,Low,Low,Medium,Yes,49.3,55,4
S108,Male,Air,Libra,Spring,6,Indian,70,65,5,None,Yes,BelowAverage,18,100,No,1,1.1,61,Tuesday,Yes,1,Yes,None,None,Low,Yes,6,50.4,3
S108,Female,Earth,Capricorn,Summer,1,NZ.European,82,75,7,Green,No,AboveAverage,18,160,No,2.2,3.9,180,Tuesday,Yes,40,Yes,High,High,Medium,No,31.5,73.2,22
S101,Female,Fire,Sagittarius,Summer,12,NZ.European,80,60,20,Labour,No,Average,19,110,No,6.9,7.3,330,Thursday,No,20,Yes,Low,Low,DontKnow,Yes,52.6,64.9,8
S101,Female,Earth,Virgo,Spring,3,NZ.European,55,55,0,National,Yes,Excellent,11,120,No,7.1,8,120,Tuesday,Yes,100,Yes,Low,Low,High,Yes,71.7,57.5,7
S101,Female,Water,Piscies,Autumn,5,Indian,87,70,17,Labour,Yes,Average,19,110,Yes,3.9,3.8,330,Saturday,Yes,100,Yes,None,None,DontKnow,No,33.4,73.1,12
S101,Male,Water,Piscies,Summer,6,Other,63,60,3,None,No,Poor,16,70,No,5,6.5,45,Monday,Yes,10,Yes,Low,Low,Medium,Yes,46.7,51.8,13
S101,Male,Water,Cancer,Winter,5,Chinese,52,57,-5,Other,Yes,Average,14,100,No,8.4,10,330,Friday,No,30,Yes,None,None,DontKnow,No,69.5,67.1,5
S101,Male,Earth,Taurus,Autumn,1,NZ.European,85,85,0,National,No,Average,18,50,No,6.5,8.1,120,Monday,Yes,100,Yes,None,None,DontKnow,Yes,62.9,48.4,4
S101,Female,Air,Libra,Spring,4,NZ.European,51,50,1,National,No,AboveAverage,18,130,No,4.2,5.2,525,Sunday,Yes,200,Yes,Low,High,DontKnow,Yes,47.3,71.1,15
S101,Female,Air,Libra,Spring,1,NZ.European,77,70,7,Green,No,Average,19,160,No,6.7,7,150,Saturday,No,100,Yes,Low,Low,DontKnow,No,54.2,68.3,20
S101,Male,Air,Gemini,Winter,5,Other,50,50,0,National,Yes,Average,7,10,No,5,5.1,270,Thursday,Yes,2,No,None,None,DontKnow,No,49.2,59.9,5
S108,Female,Earth,Virgo,Spring,1,Chinese,57,45,12,Labour,No,Average,1,0,No,5.9,6.9,90,Thursday,No,10,No,None,None,Low,No,37,48.5,14
S101,Male,Water,Piscies,Summer,7,Other,75,73,2,None,Yes,Average,8,130,No,4.3,4.4,210,Monday,Yes,10,No,High,Low,DontKnow,No,42.6,74.2,5
S108,Male,Water,Piscies,Summer,5,NZ.European,82,90,-8,National,No,AboveAverage,18,120,No,6.7,6.7,120,Friday,Yes,100,Yes,High,Low,Low,Yes,49.5,61.8,10
S101,Male,Fire,Sagittarius,Spring,5,NZ.European,62,65,-3,National,No,AboveAverage,18,280,No,5.7,5.8,105,Saturday,Yes,1,No,None,Low,High,No,52.4,59.8,4
S108,Male,Air,Libra,Spring,4,Korean,73,68,5,National,No,AboveAverage,3,140,No,8,6.1,60,Saturday,No,20,No,High,Low,High,No,62.5,65.8,20
S108,Female,Fire,Sagittarius,Summer,3,Other,50,45,5,National,Yes,Poor,1,0,No,6.1,6.4,150,Saturday,No,20,No,None,None,High,Yes,49.3,42.6,19
S108,Female,Fire,Sagittarius,Summer,0,Indian,62,55,7,Green,Yes,Average,1,0,No,6.6,6.4,150,Tuesday,No,50,No,None,None,High,No,52.3,52,5
S108,Male,Air,Libra,Spring,5,NZ.European,69,65,4,National,No,AboveAverage,18,160,No,6.2,6.8,75,Saturday,Yes,5,Yes,Low,Low,High,Yes,55.1,52.2,6
S108,Female,Earth,Capricorn,Summer,2,Chinese,60,50,10,Other,No,Average,1,0,No,5.3,5.2,90,Wednesday,Yes,10,No,None,None,High,No,48.3,49.6,10
S108,Male,Earth,Virgo,Spring,1,NZ.European,90,69,21,None,No,AboveAverage,18,110,No,6.1,7.2,120,Friday,Yes,20,Yes,None,Low,DontKnow,No,50.9,59.7,3
S108,Male,Air,Gemini,Winter,1,Chinese,70,65,5,National,No,AboveAverage,4,120,No,4.6,6.2,120,Friday,No,10,No,Low,Low,Low,No,34.8,63.6,5
S101,Male,Air,Aquarius,Summer,10,NZ.European,75,65,10,None,No,BelowAverage,17,0,No,5.3,6.7,45,Monday,Yes,4,Yes,None,None,DontKnow,No,46.8,47.5,2
S108,Female,Water,Cancer,Winter,3,Chinese,46,50,-4,Other,No,Average,18,100,No,6.5,7.5,61,Tuesday,Yes,20,Yes,None,None,Medium,No,56.9,54.7,12
S108,Female,Water,Cancer,Winter,10,NZ.European,70,64,6,National,Yes,AboveAverage,18,150,No,6.9,7.2,120,Saturday,Yes,40,Yes,None,None,Medium,Yes,56.2,54.9,40
S108,Female,Water,Piscies,Autumn,14,NZ.European,48,48,0,National,No,AboveAverage,18,130,No,7.1,8.4,120,Wednesday,Yes,20,No,High,Low,Low,Yes,54,62.2,6
S108,Male,Fire,Sagittarius,Spring,5,NZ.European,72,72,0,National,Yes,AboveAverage,13,100,No,7.7,8.5,5,Monday,Yes,0,Yes,None,None,High,No,69.1,36.6,3
S108,Female,Earth,Capricorn,Summer,13,NZ.European,68,60,8,National,Yes,Excellent,24,110,No,6,5.7,0,Tuesday,No,5,Yes,Low,Low,High,Yes,55.1,22.4,20
S101,Female,Air,Gemini,Winter,10,Korean,74,74,0,Other,Yes,AboveAverage,13,100,No,4.8,4.4,150,Wednesday,Yes,50,No,High,Low,DontKnow,No,47.7,74.5,15
S101,Male,Fire,Sagittarius,Summer,1,Maori/P.I.,110,85,25,Labour,Yes,AboveAverage,18,120,No,8.5,8.5,1230,Tuesday,Yes,20,No,High,High,Medium,No,61.7,84.4,10
S101,Female,Fire,Sagittarius,Spring,10,NZ.European,58,50,8,National,No,AboveAverage,19,130,No,7.3,7,120,Tuesday,No,8,Yes,Low,Low,Medium,No,57,67.9,15
S101,Female,Air,Aquarius,Summer,4,NZ.European,67,63,4,Other,No,Poor,18,0,No,6.9,7.9,430,Tuesday,Yes,15,Yes,Low,Low,DontKnow,Yes,56.8,59.9,10
S108,Male,Earth,Virgo,Winter,5,Chinese,78,75,3,National,Yes,AboveAverage,10,110,No,5,5.1,120,Tuesday,Yes,30,Yes,None,Low,High,No,51.9,63,6
S101,Female,Air,Libra,Spring,4,Other,62,55,7,Green,No,BelowAverage,2,60,No,5,7.5,180,Tuesday,Yes,0,Yes,None,None,Low,No,44.8,57.6,9
S101,Female,Fire,Leo,Winter,12,Korean,46,42,4,Other,Yes,Average,2,120,No,7,7.7,120,Tuesday,No,10,No,None,None,High,No,63.8,61.5,50
S101,Female,Air,Aquarius,Summer,3,NZ.European,75,70,5,None,Yes,BelowAverage,5,100,No,5.4,7.2,60,Friday,Yes,15,No,High,High,Medium,No,50.8,66.1,20
S101,Male,Water,Piscies,Summer,3,NZ.European,72,72,0,National,No,Average,20,80,No,5.7,7,120,Saturday,No,48,Yes,Low,None,High,No,57.3,64.5,5
S108,Female,Earth,Taurus,Autumn,10,NZ.European,43,43,0,None,No,Excellent,5,150,No,7,6.7,240,Tuesday,Yes,20,Yes,None,None,High,Yes,63.8,58.6,25
S108,Male,Fire,Leo,Winter,15,Chinese,75,75,0,None,No,Average,0,120,Yes,9.2,8.4,50,Monday,No,5,No,None,None,High,No,72.2,58.3,3
S101,Female,Water,Cancer,Winter,15,NZ.European,50,50,0,National,Yes,AboveAverage,8,110,No,7.5,7,15,Thursday,Yes,25,No,None,None,Medium,Yes,62.9,40.5,20
S108,Female,Fire,Aries,Autumn,6,NZ.European,61,58,3,National,No,Average,17,130,No,4.9,4,65,Wednesday,Yes,20,Yes,High,High,Medium,No,41.2,68.8,10
S101,Male,Water,Piscies,Autumn,6,NZ.European,50,50,0,National,No,AboveAverage,18,100,No,3.3,6.9,180,Tuesday,Yes,5,Yes,None,None,DontKnow,No,50.8,61.5,4
S101,Female,Fire,Sagittarius,Spring,18,NZ.European,59,60,-1,National,Yes,AboveAverage,18,130,Yes,5,6.4,60,Friday,Yes,50,Yes,Low,Low,DontKnow,No,53.3,69.8,25
S108,Male,Water,Cancer,Winter,2,Indian,50,45,5,Green,Yes,BelowAverage,10,0,No,3.2,3.1,120,Friday,Yes,5,Yes,None,None,Medium,No,30.7,50.7,4
S108,Male,Earth,Taurus,Autumn,1,NZ.European,85,85,0,None,Yes,AboveAverage,19,100,No,6,6.7,180,Thursday,No,2,Yes,None,None,DontKnow,No,58.3,57.3,3
S101,Female,Water,Cancer,Winter,1,Chinese,46,42,4,Other,Yes,AboveAverage,1,0,No,5.1,6.4,60,Friday,Yes,5,No,None,None,Low,No,45.8,45.2,7
S101,Female,Earth,Capricorn,Summer,0,Maori/P.I.,85,70,15,Labour,Yes,Average,15,100,No,5.2,4.9,150,Friday,Yes,250,Yes,None,None,DontKnow,No,41,60.1,3
S101,Female,Air,Libra,Spring,2,Chinese,47,45,2,None,No,Poor,1,0,No,8.3,5.1,300,Tuesday,No,100,No,None,None,Medium,No,53.5,60.3,15
S108,Male,Earth,Virgo,Winter,0,Chinese,73,75,-2,National,No,Average,1,0,No,3.5,8.5,70,Monday,No,15,No,None,None,Medium,No,51.7,45.6,3
S101,Male,Water,Cancer,Winter,2,NZ.European,95,80,15,Green,No,Excellent,24,220,Yes,6.9,7,76,Friday,No,50,Yes,Low,High,Medium,No,54.1,68.8,2
S101,Female,Earth,Virgo,Spring,1,Indian,52,52,0,None,Yes,AboveAverage,4,100,No,8.4,8.9,60,Sunday,Yes,100,Yes,None,None,DontKnow,No,72.3,54.8,5
S101G,Female,Fire,Sagittarius,Summer,6,Other,80,70,10,Labour,Yes,Average,4,100,No,5.1,5.1,600,Saturday,No,100,Yes,None,None,DontKnow,No,42.6,72.9,7
S101,Male,Water,Scorpio,Spring,4,NZ.European,86,91,-5,Other,Yes,AboveAverage,10,160,No,6,7.9,60,Monday,Yes,100,Yes,None,None,Medium,Yes,56.2,45.9,5
S108,Female,Water,Scorpio,Spring,1,NZ.European,56,58,-2,Labour,No,AboveAverage,18,110,No,5.8,5.1,15,Sunday,Yes,30,Yes,Low,Low,Low,Yes,45.9,44.1,15
S101,Female,Water,Scorpio,Spring,2,Indian,56,53,3,Labour,Yes,Poor,10,0,No,6,6.5,330,Thursday,No,100,Yes,None,None,Medium,No,49.7,60.9,10
S101,Female,Earth,Virgo,Spring,7,NZ.European,64,56,8,Green,Yes,Average,18,70,No,2.2,4.9,210,Friday,Yes,24,No,None,None,DontKnow,No,33.8,64.2,19
S101,Male,Air,Gemini,Winter,1,Maori/P.I.,96,95,1,Labour,Yes,Excellent,12,10,Yes,4.9,5.3,80,Sunday,Yes,50,Yes,Low,Low,High,Yes,51.1,58.3,2
S101,Female,Earth,Virgo,Winter,9,NZ.European,64,60,4,National,Yes,AboveAverage,17,110,No,5.7,7,60,Wednesday,No,30,No,Low,Low,Medium,Yes,54.2,59.2,15
S101,Female,Air,Gemini,Winter,12,NZ.European,60,58,2,None,No,AboveAverage,13,100,No,7.3,7.9,120,Tuesday,Yes,25,No,High,Low,DontKnow,Yes,63.5,67.2,15
S108,Male,Water,Scorpio,Spring,0,Maori/P.I.,65,85,-20,Labour,No,BelowAverage,18,0,No,5.3,5.8,200,Saturday,Yes,7,Yes,Low,Low,Medium,No,42.1,58.5,5
S108,Female,Air,Libra,Spring,4,Other,68,60,8,Labour,Yes,Average,5,0,No,5.1,5.1,60,Tuesday,No,2,No,None,None,Low,No,38.6,46.6,10
S108,Female,Fire,Leo,Winter,4,Chinese,50,50,0,None,No,Average,2,0,No,7.1,7,90,Sunday,Yes,1,No,None,None,DontKnow,No,61.4,48.7,7
S101,Male,Fire,Leo,Winter,3,Indian,70,70,0,Labour,Yes,Excellent,10,100,No,6.5,7,210,Sunday,Yes,200,Yes,None,None,DontKnow,No,62,65.6,3
S101,Female,Earth,Capricorn,Summer,1,Maori/P.I.,75,65,10,Green,No,Average,20,100,No,8.8,10,210,Sunday,No,100,Yes,None,None,DontKnow,Yes,68.6,53.5,15
S108,Male,Water,Scorpio,Spring,9,NZ.European,69,80,-11,Green,No,Average,18,120,No,4.9,7,600,Sunday,Yes,100,Yes,High,High,DontKnow,Yes,47.4,75.4,3
S108,Male,Earth,Virgo,Winter,6,Korean,56,65,-9,National,Yes,Average,6,0,No,6.7,7,65,Saturday,Yes,10,No,None,None,Low,No,48.9,49.7,5
S108,Female,Air,Aquarius,Summer,2,Chinese,80,60,20,None,Yes,Average,1,0,No,6,9.1,60,Tuesday,No,50,No,None,None,DontKnow,No,55.3,49,7
S108,Male,Earth,Capricorn,Summer,1,NZ.European,100,90,10,National,No,AboveAverage,18,100,Yes,6.8,5.6,330,Wednesday,Yes,30,Yes,High,High,DontKnow,No,50.4,80.4,5
S101,Female,Fire,Aries,Autumn,3,Chinese,41,47,-6,National,Yes,Average,18,70,No,6.7,8.3,180,Thursday,Yes,100,Yes,None,None,Medium,Yes,58.7,53.2,16
S101,Female,Fire,Leo,Winter,3,NZ.European,65,55,10,Labour,No,Average,20,140,No,7.5,8.3,120,Sunday,No,50,No,None,None,DontKnow,Yes,59.5,56.3,3
S101,Male,Earth,Virgo,Winter,2,NZ.European,80,80,0,National,No,Excellent,20,140,No,9.8,10,15,Monday,No,10,Yes,None,None,High,Yes,81.3,34.7,3
S101G,Male,Water,Scorpio,Spring,1,Chinese,65,75,-10,None,No,Poor,3,0,No,6,5.1,60,Saturday,No,0,No,None,None,Medium,No,42,42.8,3
S101,Female,Air,Libra,Spring,6,Chinese,52,50,2,National,Yes,Poor,14,0,No,5.1,5.1,120,Tuesday,Yes,1,Yes,None,None,DontKnow,Yes,44.7,42.9,4
S108,Female,Earth,Virgo,Spring,6,NZ.European,62,60,2,National,No,AboveAverage,16,130,No,7.3,7.1,150,Thursday,Yes,60,No,Low,Low,Low,Yes,56.5,61.3,6
S101,Male,Fire,Aries,Autumn,2,NZ.European,60,62,-2,National,Yes,BelowAverage,20,110,No,4.9,5.8,60,Thursday,No,1,Yes,None,Low,Low,Yes,42.8,47.8,3
S101,Female,Earth,Capricorn,Summer,1,NZ.European,57,57,0,National,Yes,Average,21,100,No,6.3,6.4,30,Tuesday,No,10,Yes,None,None,Medium,Yes,57.2,36.7,8
S101,Female,Earth,Taurus,Autumn,4,NZ.European,57,55,2,National,Yes,Average,17,120,Yes,6.6,6.6,150,Sunday,Yes,100,Yes,None,None,DontKnow,Yes,56.2,57.5,25
S101,Male,Water,Cancer,Winter,2,Indian,66,70,-4,National,Yes,Excellent,18,240,No,1.7,7.4,45,Monday,Yes,50,No,None,None,DontKnow,No,44.3,54.3,6
S101G,Female,Water,Scorpio,Spring,4,NZ.European,73,60,13,Green,No,AboveAverage,20,140,No,6.4,7.6,90,Monday,No,20,Yes,Low,Low,Medium,Yes,54.6,56.2,10
S101,Male,Earth,Capricorn,Summer,10,NZ.European,91,97,-6,National,Yes,Excellent,18,150,Yes,7.5,7,60,Saturday,Yes,50,Yes,Low,Low,High,Yes,59.7,60,3
S108,Male,Air,Aquarius,Summer,6,NZ.European,63,70,-7,Labour,No,Average,7,110,No,7,7.2,90,Sunday,Yes,100,Yes,Low,Low,Low,No,51.2,67.8,8
S101,Male,Earth,Virgo,Spring,2,Indian,88,85,3,Labour,Yes,Excellent,10,190,No,5.2,5.1,320,Sunday,No,500,Yes,Low,Low,Medium,Yes,48.9,66.6,4
S108,Female,Water,Piscies,Autumn,10,Indian,60,55,5,Labour,Yes,Excellent,13,110,No,8,8.8,120,Thursday,Yes,20,Yes,None,None,High,No,71.9,61.8,40
S108,Male,Earth,Capricorn,Summer,2,NZ.European,80,85,-5,National,Yes,AboveAverage,18,100,No,6.7,6.7,80,Friday,Yes,15,Yes,None,None,Low,No,50.9,55.3,5
S108,Female,Air,Aquarius,Summer,11,Other,60,57,3,Labour,Yes,Average,22,160,No,7.1,8.2,120,Saturday,No,5,Yes,None,Low,Medium,No,60.6,63.2,28
S108,Male,Fire,Aries,Autumn,8,NZ.European,60,80,-20,National,Yes,AboveAverage,17,140,No,6.8,6.8,90,Tuesday,Yes,22,Yes,High,High,DontKnow,No,52,71.7,3
S108,Female,Water,Cancer,Winter,1,Other,55,55,0,National,No,AboveAverage,15,110,No,5.1,5.1,60,Thursday,No,20,Yes,Low,Low,Low,Yes,46.2,50.5,10
S108,Female,Air,Aquarius,Summer,20,NZ.European,67,64,3,National,No,Excellent,18,120,No,5.9,5.9,210,Tuesday,Yes,20,Yes,Low,Low,Medium,No,53.4,74.2,8
S101,Female,Air,Libra,Spring,7,Other,80,69,11,Labour,No,AboveAverage,6,120,No,6.7,7,190,Saturday,Yes,130,Yes,None,None,High,No,55.3,66.4,3
S108,Female,Fire,Sagittarius,Summer,1,NZ.European,52,48,4,National,No,Poor,19,0,No,5.9,7.1,390,Wednesday,No,75,Yes,Low,Low,Low,No,38.5,67.5,20
S108,Male,Earth,Taurus,Autumn,4,NZ.European,78,80,-2,National,Yes,AboveAverage,18,110,No,9.2,8.2,60,Saturday,Yes,15,Yes,Low,Low,Medium,No,69.3,61.9,7
S108,Male,Water,Cancer,Winter,5,NZ.European,59,70,-11,Green,No,AboveAverage,18,170,No,6.5,6.6,150,Saturday,Yes,30,Yes,None,None,Medium,No,52.4,62.7,25
S101,Male,Fire,Leo,Winter,0,NZ.European,72,68,4,National,Yes,AboveAverage,19,120,No,1.6,2.2,190,Monday,No,1,Yes,None,None,Low,No,14.2,55.6,3
S108,Male,Water,Cancer,Winter,3,NZ.European,90,80,10,National,No,AboveAverage,18,110,No,4,7.5,120,Wednesday,Yes,1,No,Low,Low,DontKnow,No,47.7,63.1,4
S108,Male,Earth,Taurus,Autumn,8,NZ.European,75,73,2,None,No,Average,17,100,No,5.2,5.3,30,Friday,Yes,20,Yes,Low,Low,DontKnow,No,48,59.3,4
S101,Male,Water,Cancer,Winter,1,Chinese,85,75,10,Green,No,Average,2,0,No,5.1,6.8,150,Thursday,Yes,10,No,Low,Low,Medium,No,46.8,58.8,4
S108,Male,Fire,Leo,Winter,9,NZ.European,95,95,0,National,No,Excellent,18,130,No,6.4,7.5,73,Saturday,Yes,100,No,None,Low,High,Yes,68.1,60.2,9
S101,Female,Fire,Leo,Winter,1,Korean,52,52,0,Labour,Yes,Average,17,0,No,5.1,7.6,180,Saturday,Yes,15,Yes,None,None,DontKnow,No,57.1,53.5,10
S108,Female,Earth,Virgo,Spring,4,Indian,50,48,2,Green,Yes,Poor,8,30,No,2.7,4,120,Friday,Yes,60,Yes,None,Low,Low,No,29.5,61.8,13
S101,Female,Earth,Taurus,Autumn,3,NZ.European,95,65,30,National,No,Average,22,150,No,5.7,4.8,150,Friday,No,5,Yes,High,High,High,Yes,45,57.8,10
S108,Male,Air,Gemini,Winter,6,Chinese,56,60,-4,Other,Yes,Average,1,0,No,5.6,5.6,122,Monday,Yes,20,No,High,Low,Medium,No,48.4,64.8,7
S108,Male,Water,Scorpio,Spring,4,Indian,75,78,-3,National,Yes,Average,6,180,No,6.8,6.8,120,Friday,Yes,100,No,None,None,High,Yes,56.5,51.4,6
S108,Female,Fire,Aries,Autumn,4,Other,44,45,-1,Labour,Yes,Average,3,0,No,5.2,6.6,60,Tuesday,Yes,30,No,None,None,Medium,No,53.5,49.7,8
S108,Female,Air,Aquarius,Summer,3,Maori/P.I.,72,70,2,National,Yes,Average,15,70,No,7.1,6.9,510,Friday,Yes,500,Yes,None,None,Medium,No,57.8,72.1,55
S101,Male,Water,Scorpio,Spring,2,Korean,60,60,0,None,No,Average,3,120,No,4.9,4.8,5,Wednesday,Yes,20,No,None,None,DontKnow,No,48,39,5
S101G,Male,Water,Piscies,Autumn,5,NZ.European,110,95,15,None,Yes,Average,19,100,No,3.5,7,65,Saturday,Yes,10,No,None,Low,Medium,No,41.4,57.6,4
S101,Female,Fire,Leo,Winter,7,Chinese,55,50,5,None,Yes,Poor,0,0,No,7.5,5.1,180,Wednesday,No,10,No,None,None,Medium,No,48.6,56.6,9
S101,Female,Air,Aquarius,Summer,4,Chinese,60,50,10,Other,Yes,Poor,4,0,No,7.1,7.2,120,Friday,Yes,10,Yes,None,None,Medium,Yes,51.7,45.2,12
S108,Female,Fire,Aries,Autumn,3,Indian,40,40,0,Labour,Yes,BelowAverage,17,0,No,9.3,8.2,90,Monday,Yes,50,Yes,None,None,Low,No,57.6,52.3,8
S108,Female,Fire,Aries,Autumn,2,Chinese,50,45,5,None,No,Average,2,0,Yes,5.2,1,60,Friday,Yes,100,No,None,None,DontKnow,No,32.5,52.6,6
S101,Female,Water,Scorpio,Spring,1,Maori/P.I.,68,70,-2,None,Yes,Average,2,0,No,5.1,5.1,630,Friday,No,10,Yes,None,None,High,No,52,61.1,40
S101,Female,Water,Cancer,Winter,2,NZ.European,67,63,4,Labour,No,Excellent,18,120,No,3.9,7.8,90,Saturday,Yes,20,Yes,None,None,Low,No,39.4,56.7,12
S108,Female,Water,Scorpio,Spring,1,Maori/P.I.,90,80,10,Labour,Yes,Average,11,110,Yes,4.7,5.2,345,Tuesday,Yes,10,Yes,None,None,High,No,42.8,66,6
S101,Female,Earth,Virgo,Spring,2,Korean,45,45,0,Labour,Yes,AboveAverage,10,120,No,8.8,1.6,300,Thursday,Yes,0,Yes,None,None,Medium,No,51.5,60.5,8
S101,Male,Fire,Leo,Winter,3,NZ.European,82,82,0,National,Yes,AboveAverage,11,180,No,7.8,7.9,45,Wednesday,Yes,100,Yes,High,Low,Medium,Yes,67.5,57.7,5
S108,Female,Air,Gemini,Winter,7,NZ.European,61,58,3,National,Yes,BelowAverage,11,110,No,5.4,6.9,45,Saturday,No,30,Yes,Low,Low,Low,Yes,46.6,53.6,5
S101,Female,Fire,Aries,Autumn,2,NZ.European,63,70,-7,None,No,AboveAverage,17,120,Yes,6,5.9,270,Thursday,Yes,100,Yes,Low,Low,High,No,50.2,75.5,10
S101,Female,Water,Cancer,Winter,2,Chinese,41,45,-4,Labour,No,BelowAverage,18,40,No,1.5,1.6,150,Friday,Yes,140,Yes,High,Low,DontKnow,No,22.5,71.3,10
S108,Female,Air,Aquarius,Summer,1,NZ.European,69,63,6,National,Yes,Excellent,18,120,No,10,9.8,60,Tuesday,Yes,70,Yes,None,None,Medium,Yes,75.7,46,17
S101,Female,Air,Libra,Spring,2,Indian,53,50,3,Labour,Yes,Excellent,11,120,No,4.9,4,190,Monday,No,150,Yes,None,None,DontKnow,No,44.5,64.1,15
S108,Female,Air,Gemini,Winter,4,Other,51,49,2,National,Yes,Average,4,100,No,8,7.9,300,Thursday,Yes,300,Yes,None,Low,Low,Yes,59.8,59.6,13
S101,Female,Water,Piscies,Summer,2,Chinese,53,50,3,Labour,No,Average,11,100,No,1.5,5,60,Tuesday,Yes,10,No,None,None,Low,No,30.3,53,14
